,iqr_weeks,weighted_mean_weeks,first_harvest,end_harvest,uncertainty
1101,2,16.923076923076923,11,18,0.3485541733254373
1102,1,16.294736842105262,10,18,0.45476546674852525
1103,2,16.028153153153152,10,17,0.5684367373859441
1104,3,15.355177993527509,10,17,0.5907103225123461
1105,1,16.003236245954692,11,17,0.4889874003337352
1106,2,16.181891673403396,11,17,0.7426150978734741
1107,1,17.705321285140563,11,19,0.9429633174084399
1108,1,17.43595809395066,11,22,0.762816696840226
1109,3,16.130718754768807,10,22,0.9537523059349964
1110,2,16.262724550898202,11,17,0.6548972004162984
1111,3,15.846153846153847,13,16,0.8869818892817262
1112,2,15.666666666666666,13,16,0.8291720547143763
1113,2,15.45,13,16,0.7656444433568196
1114,3,16.435114503816795,13,17,0.5396451273749567
1115,1,15.639344262295081,13,16,0.8136401748313018
1116,1,14.368421052631579,13,14,1.1206161139445812
1117,3,16.123456790123456,13,17,0.5648505922796261
1118,2,19.28182807399347,15,23,0.7096412044389481
1119,0,20.0,19,19,1.4866222277637229
1120,1,18.074074074074073,14,18,0.7811603458143037
1121,1,17.336227308603,11,22,0.46121706911691657
1122,1,17.428015564202333,10,18,0.4447855244874656
1123,2,16.974358974358974,10,17,0.4610150848091757
1124,2,17.806451612903224,11,18,0.38314202576980977
1125,1,17.45,10,18,0.4421321614283061
1126,3,15.95,12,17,0.5689965299452622
1127,4,18.710439300897498,13,22,0.44231359654547925
1128,1,13.227272727272727,10,13,1.115170003569715
1129,8,18.390735146022156,10,21,0.9056334089830317
1130,1,16.194312796208532,12,16,0.7330933414544333
1131,1,17.195794053662073,10,20,0.7089481836004363
1132,1,17.224390243902437,12,18,0.47313251189494104
1133,4,18.363661704855886,12,23,0.8968901299340047
1134,0,20.90956749672346,18,22,1.277860829704403
1135,4,18.0028278543655,12,21,0.3752563156834976
1137,3,18.64227905471026,14,21,0.5216812865891197
1138,3,18.88888888888889,14,23,0.6367030904045469
1139,2,18.33609958506224,13,20,0.43737881474808427
1140,2,17.990453460620525,15,21,0.7507966570112934
1141,4,18.23353819139596,13,21,0.4881836548420264
1142,3,19.035353535353536,15,21,0.7084274445428347
1143,0,14.0,13,13,1.3205856469706654
1144,6,18.75,14,20,0.7788523093495271
1145,0,16.6,13,16,0.9931691309705643
1146,3,18.875,12,20,0.4751635892224753
1147,3,17.475728155339805,11,20,0.18441046406326567
1148,1,16.271676300578033,11,18,0.44157836500919007
1149,1,17.131782945736433,12,17,0.6637641705715528
1151,2,16.901456146291906,11,21,0.837735923654688
1152,2,16.140586797066014,10,18,0.44833716744402363
1153,0,13.0,12,12,1.4239234056505108
1154,1,16.54945054945055,11,19,0.8487890460342554
1155,4,18.62857142857143,15,20,0.7324117420312503
1156,5,17.660714285714285,11,20,0.47453738819754976
1157,2,16.5,12,17,0.7318619142512379
1158,3,17.473509933774835,12,19,0.25951934325101017
1159,4,16.43,11,18,0.3552941314849964
1160,0,15.987341772151899,13,16,0.857726438625803
1161,3,16.452830188679247,13,20,0.39772592817268154
1162,3,17.358618885691865,12,21,0.2499149514955252
1163,2,17.912891986062718,12,19,0.35847872298459404
1164,2,17.277280858676207,12,21,0.24516634423933473
1166,4,16.527140381282496,11,19,0.33968861115217963
1167,3,17.07950210801044,11,20,0.29672692474521417
1168,3,16.486860035039907,11,20,0.1517975702991189
1169,3,17.508731966590737,11,20,0.27460610549056724
1170,3,17.691958762886596,12,20,0.2611344291856572
1171,1,16.511111111111113,15,16,1.0390755389395911
1172,3,17.407453416149067,12,20,0.23245717657395945
1173,5,17.302581725262137,12,22,0.6093932375272011
1174,2,15.545454545454545,13,19,0.5270956417719923
1175,2,17.256410256410255,14,20,0.5021922784400685
1176,3,17.26328800988875,13,20,0.37801072899414423
1177,1,16.766666666666666,12,17,0.6874299065401844
1178,4,16.829821717990274,13,20,0.3608438788296775
1179,4,16.921810699588477,13,19,0.45495710371331394
1180,3,17.687058823529412,13,20,0.3965159633958322
1181,2,15.366146458583433,11,18,0.5246910554620406
1182,3,16.929458740017747,13,20,0.6105366148001342
1183,2,16.846815834767643,13,19,0.41089733379009596
1184,0,15.0,14,14,1.2262294560121831
1185,2,15.4,13,15,0.9575635436161042
1187,0,15.655932203389831,14,17,0.9450591449231774
1189,2,13.823529411764707,10,14,1.0479469093231353
1190,2,17.702985074626866,10,18,0.6054803511550594
1191,4,13.0,10,14,1.106419579847475
1192,2,14.5,12,14,1.0705919564252013
1193,2,13.956937799043063,10,14,1.0313459134176057
1194,0,12.6,10,12,1.4052361130384352
1195,4,17.18713450292398,10,18,0.5066155846281769
1196,0,14.0,13,13,1.3275292365496432
1197,2,17.21930202498923,10,29,1.110558511119727
1198,2,16.86842105263158,15,17,0.901726256609089
1199,0,17.0,16,16,1.2407068645579398
1200,2,16.450934579439252,11,17,0.68444167759439
1201,2,18.555669050051073,11,29,1.1359338003526227
1202,1,15.557142857142857,11,17,0.75877984253618
1203,1,16.48640208197788,10,17,0.5829878228539656
1204,0,15.516129032258064,10,15,1.0040517088895657
1205,3,13.53763440860215,10,14,1.0638496554061374
1206,0,20.0,19,19,1.4851715514615709
1207,4,17.51128818061089,15,19,0.690304323465108
1208,2,16.131643625192012,12,17,0.44772399413082026
1209,3,15.447907118851207,11,16,0.519739181259886
1210,1,13.869436201780415,12,17,0.7794146368810995
1211,3,15.357091506624217,12,17,0.47798162410034833
1212,5,16.81487603305785,12,19,0.4858105580000966
1213,1,15.440366972477063,12,16,0.7265662494944122
1214,1,14.467379679144384,10,16,0.7400780015736345
1215,2,16.11048689138577,13,19,0.4632703205223707
1216,3,16.36144578313253,12,17,0.621312503355904
1217,3,16.23913043478261,13,19,0.4708060081576824
1218,2,16.21311475409836,14,16,0.8698690604932453
1219,1,15.506666666666666,12,16,0.7832128223156479
1220,1,16.846153846153847,13,17,0.7311924197418805
1221,5,14.184886280264124,10,17,0.6001446620828627
1222,1,14.286219081272085,12,16,0.7629129166489459
1223,3,15.139065567334118,11,16,0.5787671652327581
1225,2,15.415617128463476,13,17,0.7025559620924609
1226,3,14.488372093023257,12,15,0.8998237176395089
1227,1,13.616104868913858,12,13,1.1691730887966498
1228,0,17.0,16,16,1.2352732671089437
1230,2,16.074675324675326,12,18,0.47265436776075737
1231,3,17.407002188183807,12,20,0.33208531443912276
1232,4,16.37721021611002,12,18,0.45632511065702835
1233,1,15.990400438837082,14,18,0.7065883149249637
1234,1,16.4978354978355,13,18,0.6096576431914031
1235,5,17.77570093457944,14,20,0.631864029344976
1236,1,16.25429184549356,14,18,0.6955561203140262
1237,1,16.635329416177022,15,18,0.8233093135310235
1238,2,15.739495798319327,14,16,0.894757205018933
1239,2,14.1284873790093,10,16,0.6205747512857132
1240,3,14.580410022779043,9,22,0.6117818851585479
1241,2,14.042613636363637,9,16,0.7153774759467816
1242,2,14.104931794333684,9,16,0.6782232233589535
1243,1,13.717420510523958,11,22,0.7875357607396557
1244,3,14.16356690459435,9,16,0.6349156515356262
1245,3,15.005122853619202,9,22,0.5874480494533976
1246,2,14.21536543556179,9,17,0.6140482836098141
1247,2,14.602053646269908,9,17,0.5608859517429007
1248,3,14.619279819954988,10,17,0.47964114173175654
1249,0,13.526813880126182,11,15,1.0821129069656432
1250,0,16.0,15,15,1.2240915241845145
1251,5,18.5,15,20,0.8874486822037059
1252,0,15.085501858736059,12,15,1.0042443738038838
1253,0,16.0,15,15,1.226003320907284
1254,2,15.827956989247312,12,20,0.4551937328397863
1255,4,12.426722227147797,9,14,1.2851049946519393
1256,3,15.39757896727823,11,16,0.5457939796982776
1257,1,14.222950819672132,11,15,0.8364334616179734
1258,0,13.751037344398341,12,13,1.2422672735736062
1259,2,13.511627906976743,12,14,1.1170236509652338
1260,1,14.019629225736097,12,14,1.051151600983357
1261,0,15.0,14,14,1.2515320519667705
1262,3,14.288561936402468,12,15,0.8928127992992457
1263,0,14.0,13,13,1.3258548442219822
1264,0,14.939024390243903,13,15,1.0345931931488574
1265,0,13.646687697160884,11,13,1.258968814056359
1266,3,13.622005323868677,11,15,0.8256209928450036
1267,2,13.73322005097706,11,15,0.8031993165978373
1268,0,15.0,14,14,1.2516379037949101
1269,0,14.176470588235293,13,14,1.158553262527002
1270,1,14.5695067264574,13,14,1.0864860155537104
1271,0,15.0,14,14,1.2579150918573958
1272,0,14.0,13,13,1.3253042280563514
1273,0,13.0,12,12,1.417294493885733
1274,0,13.0,12,12,1.4246586852435263
1275,0,13.0,12,12,1.4233779183831348
1276,0,14.0,13,13,1.3172155256962934
1277,0,13.0,12,12,1.4195586231671742
1278,1,14.203780718336484,11,15,0.8183466775853749
1279,0,16.0,15,15,1.2129399259798168
1280,2,15.172381251966026,12,20,0.5736576983025461
1281,2,13.614612381483546,11,14,0.9408488235083506
1282,2,14.964172236222199,11,20,0.48732497450837464
1283,1,13.714285714285714,12,13,1.1974970767532958
1284,2,11.826086956521738,10,13,1.2522960626701556
1285,2,13.038392321535692,10,13,1.080383513756012
1286,1,13.513066490241481,11,13,1.1315980515122805
1287,3,14.306151391597234,10,18,0.48247429006632425
1288,2,12.816761477445718,10,13,1.0953233274246783
1289,0,13.214876033057852,12,13,1.2581863153129902
1290,1,12.155172413793103,10,12,1.3040875812086128
1291,1,13.142857142857142,11,13,1.1660709648791718
1293,4,14.304347826086957,12,16,0.9295432327922714
1294,0,17.0,16,16,1.2349451872032375
1295,0,13.211864406779661,12,13,1.2635929733104516
1296,0,13.24400871459695,12,13,1.2373225580209937
1297,2,16.189814814814813,12,16,0.7145569144919858
1299,1,12.548387096774194,11,12,1.340101651583992
1300,2,12.180790960451978,10,12,1.279661240520818
1301,2,12.084812623274162,10,12,1.3580826596435498
1302,2,14.090909090909092,12,14,1.07805801002557
1303,1,12.319148936170214,10,12,1.3064645376802058
1305,0,13.0,12,12,1.423568183159595
1306,1,12.722222222222221,11,12,1.3319340296029336
1307,2,12.975977555672452,11,13,1.109390273881658
1308,1,12.096345514950166,10,12,1.3224541542270778
1309,0,13.0,12,12,1.4117653008247313
1310,0,12.549295774647888,10,12,1.4075438815725514
1311,1,12.478260869565217,11,12,1.3384916135523368
1312,5,13.85934065934066,9,16,0.9526559472413526
1314,2,11.666666666666666,10,12,1.3957751980103243
1316,0,19.0,18,18,1.3662389170507345
1317,3,15.69047619047619,11,16,0.7851682562077965
1318,0,16.0,15,15,1.2029062486332167
1319,0,16.0,15,15,1.2230990938655912
1320,0,15.544072948328267,9,15,1.1727299859451266
1322,7,16.0,10,17,1.0880885799786677
1325,0,18.0,17,17,1.2899415832047536
1327,0,19.0,18,18,1.3730696602981942
1328,0,19.0,18,18,1.3723476221234543
1329,0,19.0,18,18,1.370036622037041
1330,0,19.0,18,18,1.3691519852463887
1332,0,19.0,18,18,1.3717265855351506
1333,0,13.658536585365853,11,13,1.2644262240997968
1334,3,14.794871794871796,11,16,0.8519992589828562
1335,3,16.1123595505618,11,16,0.8066719434704179
1336,0,14.0,13,13,1.3253774867600747
1337,0,17.0,16,16,1.2390126095963498
1338,0,17.0,16,16,1.2390883426291066
1339,5,14.333333333333334,11,16,0.9262340367521104
1340,0,17.0,16,16,1.2346770746654834
1342,0,15.0,14,14,1.2550797762800747
1343,0,15.0,14,14,1.2549372716606024
1344,0,15.0,14,14,1.2562126125823558
1345,3,16.684100418410043,10,21,0.6911726368407234
1346,4,15.92404181184669,10,20,0.5119340718467674
1347,2,16.983827493261455,10,18,0.3713195669384333
1348,2,16.60665362035225,10,18,0.3894831598533939
1349,3,16.455475330926596,10,20,0.537396737918991
1350,2,16.765145848915484,10,20,0.5028695818654942
1351,3,16.433912585571353,10,20,0.5848172389297608
1352,3,17.29726996966633,10,20,0.3339140230823809
1353,3,16.89189189189189,15,18,0.8560257092247645
1354,3,17.207009857612267,13,20,0.37678585045326535
1355,2,17.012738853503183,10,20,0.4239942721394672
1356,1,17.553097345132745,11,18,0.4916237913964378
1357,4,16.352941176470587,12,18,0.6946045322015921
1358,2,17.23076923076923,10,18,0.33682035942566874
1359,2,17.37673130193906,10,19,0.33169651370623926
1360,2,16.94941634241245,10,18,0.368042325622969
1361,1,17.20576131687243,12,18,0.4747485831506356
1362,1,16.99163179916318,11,18,0.4165571383673667
1363,2,17.89041095890411,14,18,0.7066163627809012
1364,2,16.71212121212121,11,18,0.380811319008328
1365,1,17.49462365591398,14,17,0.8143168573685856
1366,1,17.589041095890412,10,18,0.45065304342170764
1367,1,17.83495145631068,10,18,0.5669196959580117
1368,1,17.330316742081447,11,18,0.48958329910337256
1369,0,17.274509803921568,12,18,0.8126648687836506
1370,2,16.576719576719576,11,18,0.33211289021192264
1371,1,16.328451882845187,10,17,0.5958630286972476
1372,1,17.102564102564102,13,17,0.6767888244762837
1373,1,17.26241134751773,14,17,0.7835164978402033
1374,1,17.353932584269664,14,17,0.7857851531824677
1375,0,15.0,14,14,1.2582767291135084
1376,1,17.48905109489051,14,20,0.6165714029296513
1377,2,16.47659574468085,13,17,0.5894264186121837
1378,5,18.43853427895981,12,22,0.45997485656024956
1379,3,17.349450549450548,15,18,0.7204313847109337
1380,3,17.771950500883914,12,23,0.6693280302059834
1381,3,17.50462573591253,12,20,0.25260607760518605
1382,0,16.0,15,15,1.227145079445613
1383,0,17.84375,12,17,0.9578103389913499
1384,3,19.08955223880597,12,20,0.5847402338431407
1385,4,18.59036144578313,16,20,0.925426080105973
1386,1,18.529556650246306,16,22,0.9097004600215801
1387,3,16.809473684210527,10,24,0.6438808458629163
1388,1,16.03305785123967,10,16,0.736617951229422
1389,2,15.469565217391304,10,16,0.6394457761757311
1390,2,16.204301075268816,10,24,0.6317446329676422
1391,2,16.062780269058297,10,23,0.5456088434598259
1392,3,14.918367346938776,10,16,0.614883608986938
1393,0,15.798913043478262,10,16,0.7417746109428202
1394,1,15.96989247311828,10,18,0.4459393877865296
1395,0,15.0,14,14,1.2586365135778455
1396,2,16.296663660955815,10,24,0.6973795315310937
1397,3,15.870417193426043,9,24,1.2022334647519575
1398,2,15.519061583577713,9,23,0.9303360920546658
1399,2,14.766378244746601,9,17,0.5627167849442879
1400,0,15.617021276595745,10,15,0.896008670842281
1401,2,16.93877551020408,10,24,0.6470666616165726
1402,3,14.414492753623188,10,16,0.6225759018842426
1403,4,17.67247386759582,12,19,0.32280959477656923
1404,0,16.85185185185185,14,16,1.0337381866890147
1405,2,16.95919395465995,11,19,0.6135042007991606
1406,2,16.442307692307693,11,17,0.633820668372387
1407,1,16.4585635359116,14,16,0.88232196221895
1408,2,16.86508875739645,11,18,0.47627109781299454
1409,1,18.63758389261745,12,23,0.5576209652227212
1411,7,21.15408320493066,13,27,1.3273934634560385
1412,5,19.736972704714642,13,23,0.7270719978552737
1413,5,21.24960505529226,15,26,1.2375461088759019
1414,5,21.929936305732483,14,27,1.1101006362683783
1415,1,16.375,15,16,1.0413616814144768
1416,5,21.766990291262136,14,27,1.2079808587147087
1418,4,18.23076923076923,15,20,0.7194740416179799
1419,2,18.227272727272727,14,19,0.5410002386915497
1420,4,14.83435582822086,11,21,0.3665136654869966
1421,7,17.239299610894943,11,25,1.0889939210484665
1422,6,17.69463087248322,12,25,0.9806832519976019
1423,4,16.429268292682927,12,25,0.6427001686869046
1424,3,15.14655172413793,11,23,0.513743107419604
1425,2,15.612570839773312,10,25,1.211166137507596
1426,7,16.892703862660944,10,22,0.8497832336389843
1427,7,17.486842105263158,11,23,0.8807650656665813
1428,4,15.78494623655914,10,22,0.7968175526737157
1429,0,14.0,13,13,1.3050397278989694
1430,0,17.872340425531913,13,17,0.948665959745984
1431,2,17.335260115606935,12,17,0.7282308027106127
1432,2,18.74774774774775,13,19,0.6127564135142212
1433,0,17.623762376237625,13,17,0.8571382316261026
1434,0,17.89090909090909,11,17,0.9863554606498862
1435,3,16.285714285714285,14,17,0.8701290675596381
1437,0,14.67741935483871,10,14,1.1163796366254963
1438,0,14.52,12,14,1.1519665429929309
1439,0,16.822834645669293,10,17,0.6950829525091561
1440,1,14.833333333333334,10,17,0.5919178114288891
1441,4,15.638743455497382,10,17,0.5484534316363296
1443,6,18.43811881188119,12,24,0.6699350514203927
1444,4,18.125933831376734,11,28,1.1125413746170174
1446,4,17.087719298245613,11,20,0.31318766126307235
1447,5,14.875,11,23,0.6358970382363675
1448,5,14.674157303370787,11,19,0.5033150467240557
1449,3,13.408,11,14,0.9489134749912582
1450,0,17.183673469387756,13,21,0.643941570590141
1451,4,16.712264150943398,11,19,0.36654489196209905
1452,2,15.160291438979964,10,18,0.44506438958190236
1453,1,16.585858585858585,15,16,1.0041487085623348
1454,2,15.047619047619047,13,15,0.9820368058220666
1455,0,12.973684210526315,11,12,1.354756501732458
1456,1,13.236842105263158,9,13,1.1104867147009172
1457,1,13.52,10,13,1.1049989637972073
1458,1,13.804761904761905,9,22,0.8019580121986961
1460,4,18.518693596905887,11,26,1.2745232734933891
1461,0,19.0,18,18,1.4322514675658176
1462,3,17.98384925975774,15,20,0.6864497884900952
1463,4,19.597615499254843,12,30,1.2091084925184243
1464,6,19.760080645161292,11,28,1.0749329662314107
1465,5,18.350467289719628,12,28,1.137369794196797
1466,3,16.945238095238096,12,18,0.40526349775136244
1467,4,17.933110367892976,11,21,0.3023785935982663
1468,2,16.8421926910299,11,20,0.2474666100643186
1469,2,12.946428571428571,10,15,0.8465076727487053
1470,4,14.040650406504065,10,18,0.521846354816725
1471,3,14.16326530612245,10,18,0.49517055411047284
1472,2,13.91566265060241,10,16,0.665956864550441
1473,4,14.540909090909091,10,19,0.46730201050355347
1475,5,20.461176470588235,13,25,0.9887112097343423
1476,2,20.2398753894081,11,23,0.7169538237945204
1477,2,19.042918454935624,11,23,0.705426330651472
1478,3,17.543478260869566,11,21,0.3402372804599438
1479,2,17.127659574468087,13,18,0.47299406580492376
1480,3,17.013377926421406,11,20,0.14896010021050105
1482,4,19.431137724550897,15,25,0.826479451984551
1483,6,20.213051823416507,11,28,1.1950405019981212
1484,5,19.558365758754864,11,26,1.3318518987987775
1485,5,18.869135802469135,10,27,1.3826943037874229
1486,6,21.18433179723502,9,27,1.478357813942181
1487,5,20.41592920353982,10,26,1.242977939247694
1488,3,17.96583850931677,12,22,0.31062258414193505
1489,4,20.670886075949365,10,25,1.0312299513037202
1490,5,20.446666666666665,10,27,1.2387502131254369
1491,2,16.12162162162162,14,16,0.9259829553545857
1492,4,15.714217098943324,10,18,0.6370989789196931
1493,0,16.0,15,15,1.222837961221983
1494,4,16.681818181818183,10,19,0.5910882442412064
1495,0,14.88888888888889,10,15,1.145417235090421
1496,0,15.18918918918919,10,15,1.1339384814630953
1497,5,14.529411764705882,10,15,1.0897106484836354
1498,5,13.5,10,15,1.1416267115798056
1499,2,14.163672654690618,12,14,0.9585163078841985
1500,0,15.565217391304348,10,15,1.1259855032837374
1503,3,15.382488479262673,10,18,0.37915891410210445
1504,0,14.0,13,13,1.3098900747867261
1505,2,14.55813953488372,12,17,0.7800398843755626
1506,0,18.0,17,17,1.2902893653248615
1507,0,13.0,12,12,1.4251218243183292
1508,2,14.130434782608695,12,14,1.1680908567258999
1509,0,15.0,14,14,1.2534433877392677
1510,3,15.56558682952735,9,22,0.9197166645600506
1511,5,16.77651966626937,11,22,0.7328313689593987
1512,4,18.675764192139738,13,23,0.7207434737000896
1513,3,16.50187265917603,13,17,0.6044853510666073
1515,2,14.797979797979798,12,15,0.8258558125760145
1516,4,15.625,10,17,0.535539082029331
1517,7,19.423538831064853,10,28,1.4338845032035736
1518,7,18.100444444444445,10,25,0.9606044637365968
1519,1,14.545454545454545,12,15,0.8702746907411593
1520,2,18.042424242424243,13,25,0.7870019813871003
1522,5,18.79375,10,25,0.9315882161549862
1523,2,17.27485380116959,12,24,0.5745120187357682
1524,2,16.658385093167702,10,22,0.4617203322787297
1526,3,17.528301886792452,14,19,0.558257749336211
1527,4,14.856842105263159,11,21,0.3523741790112849
1528,4,20.934426229508198,17,24,1.1062036657030903
1529,6,21.453125,16,27,1.3593244961739444
1530,6,17.062402496099843,12,23,0.6586888481356555
1531,5,18.100985221674875,13,22,0.5007777277497237
1533,8,20.57563025210084,13,25,1.06182023574308
1534,5,17.548780487804876,13,19,0.49554593198826
1535,9,19.79655172413793,13,26,1.3522604694706921
1536,9,16.921875,10,22,1.0498589028492329
1537,6,19.034134007585337,12,26,1.193966849567069
1538,5,18.93080168776371,12,26,1.1036430483709156
1539,4,15.187422934648582,11,18,0.36268607679924797
1540,4,15.669117647058824,11,20,0.21743631911788783
1541,2,16.604525862068964,12,23,0.4680167931783611
1542,5,17.584538878842675,10,26,1.1984128957530593
1543,3,15.51063829787234,13,19,0.4700990373401372
1544,2,14.556053811659194,10,21,0.5119668996275661
1545,2,16.95111111111111,11,23,0.5764470788040549
1546,3,13.678571428571429,10,14,0.9617151810493936
1547,1,14.0990990990991,12,14,1.0361533073016476
1548,2,14.826666666666666,12,18,0.5464381202721285
1549,2,17.565459610027855,12,22,0.9269237508793394
1550,6,17.0,12,22,0.639298562267391
1551,1,15.887179487179488,11,20,0.3841881077166846
1552,3,13.305084745762711,10,15,1.0208203274976932
1553,7,17.45054945054945,10,23,0.9749435872276869
1554,7,17.847433460076047,10,25,1.4301939846625722
1555,6,19.03488372093023,11,24,0.9419624531056848
1556,7,17.72265625,11,24,1.0534073612425285
1557,1,14.438461538461539,12,15,0.8611466824037556
1558,7,18.219323671497584,11,24,1.2172160092639075
1559,6,16.643712574850298,10,24,0.9703860145592719
1560,3,17.28386336866902,11,24,0.5375672318115612
1561,4,19.472906403940886,14,22,0.6157193248926585
1562,5,17.661016949152543,12,22,0.63810160044001
1563,8,16.48854961832061,10,22,1.005642145414601
1564,6,18.065637065637066,10,22,0.7296578111317524
1565,6,15.366071428571429,10,22,0.6456417360978594
1566,5,15.640625,10,22,0.7635859827483237
1567,3,17.526315789473685,14,22,0.5394196475397479
1568,2,14.474576271186441,10,22,0.6162759089354318
1569,7,17.496930299747202,10,24,1.3727091333448034
1570,6,16.829307568438004,10,23,0.6544512112773846
1571,5,15.641638225255972,10,24,1.1868940271295985
1573,6,19.75438596491228,11,24,0.9121140562302423
1574,6,19.830459770114942,11,25,1.0958127420894808
1575,5,18.5706940874036,11,24,0.770464567117309
1576,7,17.916349809885933,11,25,0.966318688046615
1577,6,18.4,13,19,0.858493341421452
1578,1,15.90092879256966,10,21,0.6657190908263805
1579,9,16.974839400428266,11,24,1.1592545958516716
1580,5,16.807123034227565,10,28,1.2215956998104873
1581,4,16.972862957937586,10,22,0.48915509155698195
1582,5,16.544061302681992,10,22,0.5060633489266523
1583,1,13.63265306122449,10,16,0.9141522701037613
1584,6,17.03252032520325,10,22,0.640768154170318
1585,4,16.29806451612903,10,22,0.5185000831926677
1586,5,16.82043650793651,11,23,0.6051245564924406
1587,4,15.86969696969697,10,23,0.8076499041002693
1588,6,17.25721153846154,10,24,1.113940419501002
1589,7,16.617122473246134,11,23,0.9383639713481257
1590,6,17.402555910543132,10,24,1.1409296383587597
1591,7,18.730215827338128,12,23,0.8870967654260958
1592,6,17.56051703877791,10,23,1.0066384534944193
1593,4,18.991666666666667,12,22,0.606923095656437
1594,4,16.472727272727273,12,23,0.45272536016400017
1595,7,16.448275862068964,11,21,0.6697112065230622
1596,7,16.253333333333334,12,21,0.6446731255176503
1597,1,20.866666666666667,19,21,1.3970235879382114
1598,6,17.165775401069517,11,21,0.5558392194700904
1599,5,17.33529411764706,11,20,0.4087154254610261
1600,4,15.71078431372549,11,21,0.37795556179341
1602,1,16.5625,15,17,0.928022879725528
1603,5,16.859447004608295,11,23,0.48802141017388906
1604,3,16.293929712460063,11,23,0.5602339477932492
1605,2,16.52027027027027,12,21,0.38484820003589265
1606,8,19.29383886255924,12,23,0.9057160654142281
1607,9,18.922854387656702,10,27,1.4943882286713317
1608,7,17.78808864265928,10,25,1.0432516361391573
1609,0,16.42105263157895,15,18,0.8976748764488489
1610,7,17.346153846153847,10,25,1.0760162899131127
1611,4,14.758064516129032,11,18,0.5958485107201379
1612,4,15.048346055979644,10,17,0.49898525032935154
1613,3,13.609756097560975,10,18,0.6015492662464734
1614,6,16.82645631067961,11,23,0.6118825019035438
1615,7,16.23065693430657,8,24,1.2205644816197716
1616,5,16.534069981583794,11,23,0.7399607590679396
1617,7,17.258274231678488,11,23,0.9255312998058377
1618,7,17.47047619047619,11,25,1.283278775319593
1619,1,13.706349206349206,11,21,0.8304844510044586
1620,9,18.5,13,22,1.1497053180966508
1621,6,16.41756272401434,11,24,0.6770224722702576
1622,7,16.612825166364185,11,23,0.9233837601188832
1623,3,15.944444444444445,12,22,0.28788270828471224
1624,1,12.520446096654275,11,12,1.3085204846383554
1625,3,14.634328358208956,9,25,0.9326516654231117
1626,5,14.241379310344827,10,17,0.7084149448351232
1627,6,14.780669144981413,10,19,0.5914496193964153
1628,5,15.163302752293578,10,20,0.4413917674126156
1629,6,15.272727272727273,10,21,0.7769298372882422
1630,1,16.829545454545453,10,20,0.4572071628023191
1631,5,16.24175824175824,11,21,0.4336290792204654
1632,6,16.04494382022472,11,21,0.5414068330121832
1633,5,15.573770491803279,10,20,0.5476549830632955
1634,8,18.444444444444443,13,21,1.061569499857423
1635,2,16.45762711864407,10,19,0.355073155714676
1636,0,16.0,15,15,1.2281150955106275
1637,2,11.6,9,18,1.147691861769328
1638,5,15.787564766839377,11,20,0.38542767289036156
1639,3,14.086614173228346,10,20,0.49347682100625745
1640,3,14.306122448979592,11,20,0.3758050637406703
1641,4,11.498233215547703,8,13,1.3007140096378822
1642,1,12.018072289156626,9,12,1.3486815253129445
1643,3,14.499484004127966,10,18,0.9262279255004789
1644,4,15.058252427184467,10,18,0.43690327758917996
1645,5,15.089430894308943,9,18,0.578466252437939
1646,3,15.176,9,18,0.48917125151005203
1647,3,14.290322580645162,9,18,0.5591651020555694
1648,3,14.301587301587302,9,17,0.5832696482956964
1649,5,16.643835616438356,9,21,0.6860861460610006
1650,3,14.86337760910816,9,18,0.49496730033150654
1651,5,15.865892972275951,10,20,0.6448537679494439
1652,4,15.93015873015873,10,20,0.48201845087309997
1653,4,16.571428571428573,10,20,0.4023791332240189
1654,3,17.28021978021978,10,20,0.4237347557369196
1655,3,16.88888888888889,10,20,0.3947358926321197
1656,5,17.25790349417637,10,20,0.7855286269828254
1657,3,17.508650519031143,10,20,0.4185103809162162
1658,4,16.544554455445546,11,20,0.3696487905583497
1659,4,15.972222222222221,10,20,0.46890563678299463
1660,4,16.478594950603732,10,21,0.5160629506795311
1661,4,15.261538461538462,10,20,0.4154496992908809
1662,3,16.65989847715736,13,19,0.34776737586836076
1663,6,17.587795765877956,12,22,0.581938649401399
1664,4,16.179755671902267,12,22,0.2764701153103849
1665,5,18.14091243561442,13,23,1.0385312565006828
1666,3,19.008474576271187,14,22,0.5761273585102358
1667,6,17.971014492753625,13,22,0.6158094100306164
1668,4,18.636752136752136,13,22,0.4306314086470694
1669,2,19.97920997920998,13,23,0.6872173672586507
1670,2,20.310160427807485,15,23,0.8062453751273313
1671,2,14.324552160168599,11,18,0.46985846043381435
1672,0,20.04,18,20,1.273165455140012
1673,1,14.139240506329115,12,14,1.027315181637138
1674,2,14.26086956521739,11,18,0.595910601247566
1675,1,14.624600638977636,12,19,0.6360523690562617
1676,3,15.17437961099933,11,22,0.5284195849014806
1677,2,17.110169491525422,12,20,0.2866576926495952
1678,3,16.479166666666668,11,20,0.39748315845103976
1679,2,14.075949367088608,11,14,0.9936726064001593
1680,4,16.522673031026255,9,20,0.48700955488565
1681,4,16.169611307420496,9,20,0.5080895848973478
1682,3,16.817204301075268,11,20,0.31535464233114946
1683,4,15.955555555555556,10,20,0.3816584545653879
1684,4,13.67457627118644,9,20,0.8254220669482863
1685,4,16.65665236051502,10,20,0.44612788126204656
1686,5,16.11373607829902,9,21,1.1170078501242304
