iqr,peak_harvest,first_harvest,end_harvest
2,15.875,12,18
2,15.857142857142858,12,18
0,15.0,15,15
2,16.208333333333332,13,18
2,16.0625,15,18
2,15.907894736842104,11,18
0,13.0,13,13
1,15.18918918918919,13,17
2,15.416666666666666,13,17
2,15.045454545454545,13,17
1,15.274193548387096,11,17
0,14.0,14,14
1,15.522727272727273,13,17
1,14.482758620689655,11,17
